[(31, 3), (23, 34), (29, 3), (6, 34), (14, 3), (8, 34)]
[(31, 6), (23, 31), (29, 6), (6, 31), (14, 6), (8, 31)]
[(31, 12), (23, 25), (29, 12), (6, 25), (14, 12), (8, 25)]
[(31, 24), (23, 13), (29, 24), (6, 13), (14, 24), (8, 13)]
[(31, 11), (23, 26), (29, 11), (6, 26), (14, 11), (8, 26)]
[(31, 22), (23, 15), (29, 22), (6, 15), (14, 22), (8, 15)]
[(31, 7), (23, 30), (29, 7), (6, 30), (14, 7), (8, 30)]
[(31, 14), (23, 23), (29, 14), (6, 23), (14, 14), (8, 23)]
[(31, 28), (23, 9), (29, 28), (6, 9), (14, 28), (8, 9)]
[(31, 19), (23, 18), (29, 19), (6, 18), (14, 19), (8, 18)]
[(31, 1), (23, 36), (29, 1), (6, 36), (14, 1), (8, 36)]

[(25, 1), (9, 36), (21, 1), (12, 36), (28, 1), (16, 36)]
[(25, 2), (9, 35), (21, 2), (12, 35), (28, 2), (16, 35)]
[(25, 4), (9, 33), (21, 4), (12, 33), (28, 4), (16, 33)]
[(25, 8), (9, 29), (21, 8), (12, 29), (28, 8), (16, 29)]
[(25, 16), (9, 21), (21, 16), (12, 21), (28, 16), (16, 21)]
[(25, 32), (9, 5), (21, 32), (12, 5), (28, 32), (16, 5)]
[(25, 27), (9, 10), (21, 27), (12, 10), (28, 27), (16, 10)]
[(25, 17), (9, 20), (21, 17), (12, 20), (28, 17), (16, 20)]
[(25, 34), (9, 3), (21, 34), (12, 3), (28, 34), (16, 3)]
[(25, 31), (9, 6), (21, 31), (12, 6), (28, 31), (16, 6)]
[(25, 25), (9, 12), (21, 25), (12, 12), (28, 25), (16, 12)]
[(25, 13), (9, 24), (21, 13), (12, 24), (28, 13), (16, 24)]
[(25, 26), (9, 11), (21, 26), (12, 11), (28, 26), (16, 11)]
[(25, 15), (9, 22), (21, 15), (12, 22), (28, 15), (16, 22)]
[(25, 30), (9, 7), (21, 30), (12, 7), (28, 30), (16, 7)]
[(25, 23), (9, 14), (21, 23), (12, 14), (28, 23), (16, 14)]
[(25, 9), (9, 28), (21, 9), (12, 28), (28, 9), (16, 28)]
[(25, 18), (9, 19), (21, 18), (12, 19), (28, 18), (16, 19)]
[(25, 36), (9, 1), (21, 36), (12, 1), (28, 36), (16, 1)]
[(25, 35), (9, 2), (21, 35), (12, 2), (28, 35), (16, 2)]
[(25, 33), (9, 4), (21, 33), (12, 4), (28, 33), (16, 4)]
[(25, 29), (9, 8), (21, 29), (12, 8), (28, 29), (16, 8)]
[(25, 21), (9, 16), (21, 21), (12, 16), (28, 21), (16, 16)]
[(25, 5), (9, 32), (21, 5), (12, 32), (28, 5), (16, 32)]
[(25, 10), (9, 27), (21, 10), (12, 27), (28, 10), (16, 27)]
[(25, 20), (9, 17), (21, 20), (12, 17), (28, 20), (16, 17)]
[(25, 3), (9, 34), (21, 3), (12, 34), (28, 3), (16, 34)]
[(25, 6), (9, 31), (21, 6), (12, 31), (28, 6), (16, 31)]
[(25, 12), (9, 25), (21, 12), (12, 25), (28, 12), (16, 25)]
[(25, 24), (9, 13), (21, 24), (12, 13), (28, 24), (16, 13)]
[(25, 11), (9, 26), (21, 11), (12, 26), (28, 11), (16, 26)]
[(25, 22), (9, 15), (21, 22), (12, 15), (28, 22), (16, 15)]
[(25, 7), (9, 30), (21, 7), (12, 30), (28, 7), (16, 30)]
[(25, 14), (9, 23), (21, 14), (12, 23), (28, 14), (16, 23)]
[(25, 28), (9, 9), (21, 28), (12, 9), (28, 28), (16, 9)]
[(25, 19), (9, 18), (21, 19), (12, 18), (28, 19), (16, 18)]
[(25, 1), (9, 36), (21, 1), (12, 36), (28, 1), (16, 36)]

[(13, 1), (18, 36), (5, 1), (24, 36), (19, 1), (32, 36)]
[(13, 2), (18, 35), (5, 2), (24, 35), (19, 2), (32, 35)]
[(13, 4), (18, 33), (5, 4), (24, 33), (19, 4), (32, 33)]
[(13, 8), (18, 29), (5, 8), (24, 29), (19, 8), (32, 29)]
[(13, 16), (18, 21), (5, 16), (24, 21), (19, 16), (32, 21)]
[(13, 32), (18, 5), (5, 32), (24, 5), (19, 32), (32, 5)]
[(13, 27), (18, 10), (5, 27), (24, 10), (19, 27), (32, 10)]
[(13, 17), (18, 20), (5, 17), (24, 20), (19, 17), (32, 20)]
[(13, 34), (18, 3), (5, 34), (24, 3), (19, 34), (32, 3)]
[(13, 31), (18, 6), (5, 31), (24, 6), (19, 31), (32, 6)]
[(13, 25), (18, 12), (5, 25), (24, 12), (19, 25), (32, 12)]
[(13, 13), (18, 24), (5, 13), (24, 24), (19, 13), (32, 24)]
[(13, 26), (18, 11), (5, 26), (24, 11), (19, 26), (32, 11)]
[(13, 15), (18, 22), (5, 15), (24, 22), (19, 15), (32, 22)]
[(13, 30), (18, 7), (5, 30), (24, 7), (19, 30), (32, 7)]
[(13, 23), (18, 14), (5, 23), (24, 14), (19, 23), (32, 14)]
[(13, 9), (18, 28), (5, 9), (24, 28), (19, 9), (32, 28)]
[(13, 18), (18, 19), (5, 18), (24, 19), (19, 18), (32, 19)]
[(13, 36), (18, 1), (5, 36), (24, 1), (19, 36), (32, 1)]
[(13, 35), (18, 2), (5, 35), (24, 2), (19, 35), (32, 2)]
[(13, 33), (18, 4), (5, 33), (24, 4), (19, 33), (32, 4)]
[(13, 29), (18, 8), (5, 29), (24, 8), (19, 29), (32, 8)]
[(13, 21), (18, 16), (5, 21), (24, 16), (19, 21), (32, 16)]
[(13, 5), (18, 32), (5, 5), (24, 32), (19, 5), (32, 32)]
[(13, 10), (18, 27), (5, 10), (24, 27), (19, 10), (32, 27)]
[(13, 20), (18, 17), (5, 20), (24, 17), (19, 20), (32, 17)]
[(13, 3), (18, 34), (5, 3), (24, 34), (19, 3), (32, 34)]
[(13, 6), (18, 31), (5, 6), (24, 31), (19, 6), (32, 31)]
[(13, 12), (18, 25), (5, 12), (24, 25), (19, 12), (32, 25)]
[(13, 24), (18, 13), (5, 24), (24, 13), (19, 24), (32, 13)]
[(13, 11), (18, 26), (5, 11), (24, 26), (19, 11), (32, 26)]
[(13, 22), (18, 15), (5, 22), (24, 15), (19, 22), (32, 15)]
[(13, 7), (18, 30), (5, 7), (24, 30), (19, 7), (32, 30)]
[(13, 14), (18, 23), (5, 14), (24, 23), (19, 14), (32, 23)]
[(13, 28), (18, 9), (5, 28), (24, 9), (19, 28), (32, 9)]
[(13, 19), (18, 18), (5, 19), (24, 18), (19, 19), (32, 18)]
[(13, 1), (18, 36), (5, 1), (24, 36), (19, 1), (32, 36)]

[(26, 1), (36, 36), (10, 1), (11, 36), (1, 1), (27, 36)]
[(26, 2), (36, 35), (10, 2), (11, 35), (1, 2), (27, 35)]
[(26, 4), (36, 33), (10, 4), (11, 33), (1, 4), (27, 33)]
[(26, 8), (36, 29), (10, 8), (11, 29), (1, 8), (27, 29)]
[(26, 16), (36, 21), (10, 16), (11, 21), (1, 16), (27, 21)]
[(26, 32), (36, 5), (10, 32), (11, 5), (1, 32), (27, 5)]
[(26, 27), (36, 10), (10, 27), (11, 10), (1, 27), (27, 10)]
[(26, 17), (36, 20), (10, 17), (11, 20), (1, 17), (27, 20)]
[(26, 34), (36, 3), (10, 34), (11, 3), (1, 34), (27, 3)]
[(26, 31), (36, 6), (10, 31), (11, 6), (1, 31), (27, 6)]
[(26, 25), (36, 12), (10, 25), (11, 12), (1, 25), (27, 12)]
[(26, 13), (36, 24), (10, 13), (11, 24), (1, 13), (27, 24)]
[(26, 26), (36, 11), (10, 26), (11, 11), (1, 26), (27, 11)]
[(26, 15), (36, 22), (10, 15), (11, 22), (1, 15), (27, 22)]
[(26, 30), (36, 7), (10, 30), (11, 7), (1, 30), (27, 7)]
[(26, 23), (36, 14), (10, 23), (11, 14), (1, 23), (27, 14)]
[(26, 9), (36, 28), (10, 9), (11, 28), (1, 9), (27, 28)]
[(26, 18), (36, 19), (10, 18), (11, 19), (1, 18), (27, 19)]
[(26, 36), (36, 1), (10, 36), (11, 1), (1, 36), (27, 1)]
[(26, 35), (36, 2), (10, 35), (11, 2), (1, 35), (27, 2)]
[(26, 33), (36, 4), (10, 33), (11, 4), (1, 33), (27, 4)]
[(26, 29), (36, 8), (10, 29), (11, 8), (1, 29), (27, 8)]
[(26, 21), (36, 16), (10, 21), (11, 16), (1, 21), (27, 16)]
[(26, 5), (36, 32), (10, 5), (11, 32), (1, 5), (27, 32)]
[(26, 10), (36, 27), (10, 10), (11, 27), (1, 10), (27, 27)]
[(26, 20), (36, 17), (10, 20), (11, 17), (1, 20), (27, 17)]
[(26, 3), (36, 34), (10, 3), (11, 34), (1, 3), (27, 34)]
[(26, 6), (36, 31), (10, 6), (11, 31), (1, 6), (27, 31)]
[(26, 12), (36, 25), (10, 12), (11, 25), (1, 12), (27, 25)]
[(26, 24), (36, 13), (10, 24), (11, 13), (1, 24), (27, 13)]
[(26, 11), (36, 26), (10, 11), (11, 26), (1, 11), (27, 26)]
[(26, 22), (36, 15), (10, 22), (11, 15), (1, 22), (27, 15)]
[(26, 7), (36, 30), (10, 7), (11, 30), (1, 7), (27, 30)]
[(26, 14), (36, 23), (10, 14), (11, 23), (1, 14), (27, 23)]
[(26, 28), (36, 9), (10, 28), (11, 9), (1, 28), (27, 9)]
[(26, 19), (36, 18), (10, 19), (11, 18), (1, 19), (27, 18)]
[(26, 1), (36, 36), (10, 1), (11, 36), (1, 1), (27, 36)]

[(15, 1), (35, 36), (20, 1), (22, 36), (2, 1), (17, 36)]
[(15, 2), (35, 35), (20, 2), (22, 35), (2, 2), (17, 35)]
[(15, 4), (35, 33), (20, 4), (22, 33), (2, 4), (17, 33)]
[(15, 8), (35, 29), (20, 8), (22, 29), (2, 8), (17, 29)]
[(15, 16), (35, 21), (20, 16), (22, 21), (2, 16), (17, 21)]
[(15, 32), (35, 5), (20, 32), (22, 5), (2, 32), (17, 5)]
[(15, 27), (35, 10), (20, 27), (22, 10), (2, 27), (17, 10)]
[(15, 17), (35, 20), (20, 17), (22, 20), (2, 17), (17, 20)]
[(15, 34), (35, 3), (20, 34), (22, 3), (2, 34), (17, 3)]
[(15, 31), (35, 6), (20, 31), (22, 6), (2, 31), (17, 6)]
[(15, 25), (35, 12), (20, 25), (22, 12), (2, 25), (17, 12)]
[(15, 13), (35, 24), (20, 13), (22, 24), (2, 13), (17, 24)]
[(15, 26), (35, 11), (20, 26), (22, 11), (2, 26), (17, 11)]
[(15, 15), (35, 22), (20, 15), (22, 22), (2, 15), (17, 22)]
[(15, 30), (35, 7), (20, 30), (22, 7), (2, 30), (17, 7)]
[(15, 23), (35, 14), (20, 23), (22, 14), (2, 23), (17, 14)]
[(15, 9), (35, 28), (20, 9), (22, 28), (2, 9), (17, 28)]
[(15, 18), (35, 19), (20, 18), (22, 19), (2, 18), (17, 19)]
[(15, 36), (35, 1), (20, 36), (22, 1), (2, 36), (17, 1)]
[(15, 35), (35, 2), (20, 35), (22, 2), (2, 35), (17, 2)]
[(15, 33), (35, 4), (20, 33), (22, 4), (2, 33), (17, 4)]
[(15, 29), (35, 8), (20, 29), (22, 8), (2, 29), (17, 8)]
[(15, 21), (35, 16), (20, 21), (22, 16), (2, 21), (17, 16)]
[(15, 5), (35, 32), (20, 5), (22, 32), (2, 5), (17, 32)]
[(15, 10), (35, 27), (20, 10), (22, 27), (2, 10), (17, 27)]
[(15, 20), (35, 17), (20, 20), (22, 17), (2, 20), (17, 17)]
[(15, 3), (35, 34), (20, 3), (22, 34), (2, 3), (17, 34)]
[(15, 6), (35, 31), (20, 6), (22, 31), (2, 6), (17, 31)]
[(15, 12), (35, 25), (20, 12), (22, 25), (2, 12), (17, 25)]
[(15, 24), (35, 13), (20, 24), (22, 13), (2, 24), (17, 13)]
[(15, 11), (35, 26), (20, 11), (22, 26), (2, 11), (17, 26)]
[(15, 22), (35, 15), (20, 22), (22, 15), (2, 22), (17, 15)]
[(15, 7), (35, 30), (20, 7), (22, 30), (2, 7), (17, 30)]
[(15, 14), (35, 23), (20, 14), (22, 23), (2, 14), (17, 23)]
[(15, 28), (35, 9), (20, 28), (22, 9), (2, 28), (17, 9)]
[(15, 19), (35, 18), (20, 19), (22, 18), (2, 19), (17, 18)]
[(15, 1), (35, 36), (20, 1), (22, 36), (2, 1), (17, 36)]

[(30, 1), (33, 36), (3, 1), (7, 36), (4, 1), (34, 36)]
[(30, 2), (33, 35), (3, 2), (7, 35), (4, 2), (34, 35)]
[(30, 4), (33, 33), (3, 4), (7, 33), (4, 4), (34, 33)]
[(30, 8), (33, 29), (3, 8), (7, 29), (4, 8), (34, 29)]
[(30, 16), (33, 21), (3, 16), (7, 21), (4, 16), (34, 21)]
[(30, 32), (33, 5), (3, 32), (7, 5), (4, 32), (34, 5)]
[(30, 27), (33, 10), (3, 27), (7, 10), (4, 27), (34, 10)]
[(30, 17), (33, 20), (3, 17), (7, 20), (4, 17), (34, 20)]
[(30, 34), (33, 3), (3, 34), (7, 3), (4, 34), (34, 3)]
[(30, 31), (33, 6), (3, 31), (7, 6), (4, 31), (34, 6)]
[(30, 25), (33, 12), (3, 25), (7, 12), (4, 25), (34, 12)]
[(30, 13), (33, 24), (3, 13), (7, 24), (4, 13), (34, 24)]
[(30, 26), (33, 11), (3, 26), (7, 11), (4, 26), (34, 11)]
[(30, 15), (33, 22), (3, 15), (7, 22), (4, 15), (34, 22)]
[(30, 30), (33, 7), (3, 30), (7, 7), (4, 30), (34, 7)]
[(30, 23), (33, 14), (3, 23), (7, 14), (4, 23), (34, 14)]
[(30, 9), (33, 28), (3, 9), (7, 28), (4, 9), (34, 28)]
[(30, 18), (33, 19), (3, 18), (7, 19), (4, 18), (34, 19)]
[(30, 36), (33, 1), (3, 36), (7, 1), (4, 36), (34, 1)]
[(30, 35), (33, 2), (3, 35), (7, 2), (4, 35), (34, 2)]
[(30, 33), (33, 4), (3, 33), (7, 4), (4, 33), (34, 4)]
[(30, 29), (33, 8), (3, 29), (7, 8), (4, 29), (34, 8)]
[(30, 21), (33, 16), (3, 21), (7, 16), (4, 21), (34, 16)]
[(30, 5), (33, 32), (3, 5), (7, 32), (4, 5), (34, 32)]
[(30, 10), (33, 27), (3, 10), (7, 27), (4, 10), (34, 27)]
[(30, 20), (33, 17), (3, 20), (7, 17), (4, 20), (34, 17)]
[(30, 3), (33, 34), (3, 3), (7, 34), (4, 3), (34, 34)]
[(30, 6), (33, 31), (3, 6), (7, 31), (4, 6), (34, 31)]
[(30, 12), (33, 25), (3, 12), (7, 25), (4, 12), (34, 25)]
[(30, 24), (33, 13), (3, 24), (7, 13), (4, 24), (34, 13)]
[(30, 11), (33, 26), (3, 11), (7, 26), (4, 11), (34, 26)]
[(30, 22), (33, 15), (3, 22), (7, 15), (4, 22), (34, 15)]
[(30, 7), (33, 30), (3, 7), (7, 30), (4, 7), (34, 30)]
[(30, 14), (33, 23), (3, 14), (7, 23), (4, 14), (34, 23)]
[(30, 28), (33, 9), (3, 28), (7, 9), (4, 28), (34, 9)]
[(30, 19), (33, 18), (3, 19), (7, 18), (4, 19), (34, 18)]
[(30, 1), (33, 36), (3, 1), (7, 36), (4, 1), (34, 36)]

[(23, 1), (29, 36), (6, 1), (14, 36), (8, 1), (31, 36)]
[(23, 2), (29, 35), (6, 2), (14, 35), (8, 2), (31, 35)]
[(23, 4), (29, 33), (6, 4), (14, 33), (8, 4), (31, 33)]
[(23, 8), (29, 29), (6, 8), (14, 29), (8, 8), (31, 29)]
[(23, 16), (29, 21), (6, 16), (14, 21), (8, 16), (31, 21)]
[(23, 32), (29, 5), (6, 32), (14, 5), (8, 32), (31, 5)]
[(23, 27), (29, 10), (6, 27), (14, 10), (8, 27), (31, 10)]
[(23, 17), (29, 20), (6, 17), (14, 20), (8, 17), (31, 20)]
[(23, 34), (29, 3), (6, 34), (14, 3), (8, 34), (31, 3)]
[(23, 31), (29, 6), (6, 31), (14, 6), (8, 31), (31, 6)]
[(23, 25), (29, 12), (6, 25), (14, 12), (8, 25), (31, 12)]
[(23, 13), (29, 24), (6, 13), (14, 24), (8, 13), (31, 24)]
[(23, 26), (29, 11), (6, 26), (14, 11), (8, 26), (31, 11)]
[(23, 15), (29, 22), (6, 15), (14, 22), (8, 15), (31, 22)]
[(23, 30), (29, 7), (6, 30), (14, 7), (8, 30), (31, 7)]
[(23, 23), (29, 14), (6, 23), (14, 14), (8, 23), (31, 14)]
[(23, 9), (29, 28), (6, 9), (14, 28), (8, 9), (31, 28)]
[(23, 18), (29, 19), (6, 18), (14, 19), (8, 18), (31, 19)]
[(23, 36), (29, 1), (6, 36), (14, 1), (8, 36), (31, 1)]
[(23, 35), (29, 2), (6, 35), (14, 2), (8, 35), (31, 2)]
[(23, 33), (29, 4), (6, 33), (14, 4), (8, 33), (31, 4)]
[(23, 29), (29, 8), (6, 29), (14, 8), (8, 29), (31, 8)]
[(23, 21), (29, 16), (6, 21), (14, 16), (8, 21), (31, 16)]
[(23, 5), (29, 32), (6, 5), (14, 32), (8, 5), (31, 32)]
[(23, 10), (29, 27), (6, 10), (14, 27), (8, 10), (31, 27)]
[(23, 20), (29, 17), (6, 20), (14, 17), (8, 20), (31, 17)]
[(23, 3), (29, 34), (6, 3), (14, 34), (8, 3), (31, 34)]
[(23, 6), (29, 31), (6, 6), (14, 31), (8, 6), (31, 31)]
[(23, 12), (29, 25), (6, 12), (14, 25), (8, 12), (31, 25)]
[(23, 24), (29, 13), (6, 24), (14, 13), (8, 24), (31, 13)]
[(23, 11), (29, 26), (6, 11), (14, 26), (8, 11), (31, 26)]
[(23, 22), (29, 15), (6, 22), (14, 15), (8, 22), (31, 15)]
[(23, 7), (29, 30), (6, 7), (14, 30), (8, 7), (31, 30)]
[(23, 14), (29, 23), (6, 14), (14, 23), (8, 14), (31, 23)]
[(23, 28), (29, 9), (6, 28), (14, 9), (8, 28), (31, 9)]
[(23, 19), (29, 18), (6, 19), (14, 18), (8, 19), (31, 18)]
[(23, 1), (29, 36), (6, 1), (14, 36), (8, 1), (31, 36)]

[(9, 1), (21, 36), (12, 1), (28, 36), (16, 1), (25, 36)]
[(9, 2), (21, 35), (12, 2), (28, 35), (16, 2), (25, 35)]
[(9, 4), (21, 33), (12, 4), (28, 33), (16, 4), (25, 33)]
[(9, 8), (21, 29), (12, 8), (28, 29), (16, 8), (25, 29)]
[(9, 16), (21, 21), (12, 16), (28, 21), (16, 16), (25, 21)]
[(9, 32), (21, 5), (12, 32), (28, 5), (16, 32), (25, 5)]
[(9, 27), (21, 10), (12, 27), (28, 10), (16, 27), (25, 10)]
[(9, 17), (21, 20), (12, 17), (28, 20), (16, 17), (25, 20)]
[(9, 34), (21, 3), (12, 34), (28, 3), (16, 34), (25, 3)]
[(9, 31), (21, 6), (12, 31), (28, 6), (16, 31), (25, 6)]
[(9, 25), (21, 12), (12, 25), (28, 12), (16, 25), (25, 12)]
[(9, 13), (21, 24), (12, 13), (28, 24), (16, 13), (25, 24)]
[(9, 26), (21, 11), (12, 26), (28, 11), (16, 26), (25, 11)]
[(9, 15), (21, 22), (12, 15), (28, 22), (16, 15), (25, 22)]
[(9, 30), (21, 7), (12, 30), (28, 7), (16, 30), (25, 7)]
[(9, 23), (21, 14), (12, 23), (28, 14), (16, 23), (25, 14)]
[(9, 9), (21, 28), (12, 9), (28, 28), (16, 9), (25, 28)]
[(9, 18), (21, 19), (12, 18), (28, 19), (16, 18), (25, 19)]
[(9, 36), (21, 1), (12, 36), (28, 1), (16, 36), (25, 1)]
[(9, 35), (21, 2), (12, 35), (28, 2), (16, 35), (25, 2)]
[(9, 33), (21, 4), (12, 33), (28, 4), (16, 33), (25, 4)]
[(9, 29), (21, 8), (12, 29), (28, 8), (16, 29), (25, 8)]
[(9, 21), (21, 16), (12, 21), (28, 16), (16, 21), (25, 16)]
[(9, 5), (21, 32), (12, 5), (28, 32), (16, 5), (25, 32)]
[(9, 10), (21, 27), (12, 10), (28, 27), (16, 10), (25, 27)]
[(9, 20), (21, 17), (12, 20), (28, 17), (16, 20), (25, 17)]
[(9, 3), (21, 34), (12, 3), (28, 34), (16, 3), (25, 34)]
[(9, 6), (21, 31), (12, 6), (28, 31), (16, 6), (25, 31)]
[(9, 12), (21, 25), (12, 12), (28, 25), (16, 12), (25, 25)]
[(9, 24), (21, 13), (12, 24), (28, 13), (16, 24), (25, 13)]
[(9, 11), (21, 26), (12, 11), (28, 26), (16, 11), (25, 26)]
[(9, 22), (21, 15), (12, 22), (28, 15), (16, 22), (25, 15)]
[(9, 7), (21, 30), (12, 7), (28, 30), (16, 7), (25, 30)]
[(9, 14), (21, 23), (12, 14), (28, 23), (16, 14), (25, 23)]
[(9, 28), (21, 9), (12, 28), (28, 9), (16, 28), (25, 9)]
[(9, 19), (21, 18), (12, 19), (28, 18), (16, 19), (25, 18)]
[(9, 1), (21, 36), (12, 1), (28, 36), (16, 1), (25, 36)]

[(18, 1), (5, 36), (24, 1), (19, 36), (32, 1), (13, 36)]
[(18, 2), (5, 35), (24, 2), (19, 35), (32, 2), (13, 35)]
[(18, 4), (5, 33), (24, 4), (19, 33), (32, 4), (13, 33)]
[(18, 8), (5, 29), (24, 8), (19, 29), (32, 8), (13, 29)]
[(18, 16), (5, 21), (24, 16), (19, 21), (32, 16), (13, 21)]
[(18, 32), (5, 5), (24, 32), (19, 5), (32, 32), (13, 5)]
[(18, 27), (5, 10), (24, 27), (19, 10), (32, 27), (13, 10)]
[(18, 17), (5, 20), (24, 17), (19, 20), (32, 17), (13, 20)]
[(18, 34), (5, 3), (24, 34), (19, 3), (32, 34), (13, 3)]
[(18, 31), (5, 6), (24, 31), (19, 6), (32, 31), (13, 6)]
[(18, 25), (5, 12), (24, 25), (19, 12), (32, 25), (13, 12)]
[(18, 13), (5, 24), (24, 13), (19, 24), (32, 13), (13, 24)]
[(18, 26), (5, 11), (24, 26), (19, 11), (32, 26), (13, 11)]
[(18, 15), (5, 22), (24, 15), (19, 22), (32, 15), (13, 22)]
[(18, 30), (5, 7), (24, 30), (19, 7), (32, 30), (13, 7)]
[(18, 23), (5, 14), (24, 23), (19, 14), (32, 23), (13, 14)]
[(18, 9), (5, 28), (24, 9), (19, 28), (32, 9), (13, 28)]
[(18, 18), (5, 19), (24, 18), (19, 19), (32, 18), (13, 19)]
[(18, 36), (5, 1), (24, 36), (19, 1), (32, 36), (13, 1)]
[(18, 35), (5, 2), (24, 35), (19, 2), (32, 35), (13, 2)]
[(18, 33), (5, 4), (24, 33), (19, 4), (32, 33), (13, 4)]
[(18, 29), (5, 8), (24, 29), (19, 8), (32, 29), (13, 8)]
[(18, 21), (5, 16), (24, 21), (19, 16), (32, 21), (13, 16)]
[(18, 5), (5, 32), (24, 5), (19, 32), (32, 5), (13, 32)]
[(18, 10), (5, 27), (24, 10), (19, 27), (32, 10), (13, 27)]
[(18, 20), (5, 17), (24, 20), (19, 17), (32, 20), (13, 17)]
[(18, 3), (5, 34), (24, 3), (19, 34), (32, 3), (13, 34)]
[(18, 6), (5, 31), (24, 6), (19, 31), (32, 6), (13, 31)]
[(18, 12), (5, 25), (24, 12), (19, 25), (32, 12), (13, 25)]
[(18, 24), (5, 13), (24, 24), (19, 13), (32, 24), (13, 13)]
[(18, 11), (5, 26), (24, 11), (19, 26), (32, 11), (13, 26)]
[(18, 22), (5, 15), (24, 22), (19, 15), (32, 22), (13, 15)]
[(18, 7), (5, 30), (24, 7), (19, 30), (32, 7), (13, 30)]
[(18, 14), (5, 23), (24, 14), (19, 23), (32, 14), (13, 23)]
[(18, 28), (5, 9), (24, 28), (19, 9), (32, 28), (13, 9)]
[(18, 19), (5, 18), (24, 19), (19, 18), (32, 19), (13, 18)]
[(18, 1), (5, 36), (24, 1), (19, 36), (32, 1), (13, 36)]

[(36, 1), (10, 36), (11, 1), (1, 36), (27, 1), (26, 36)]
[(36, 2), (10, 35), (11, 2), (1, 35), (27, 2), (26, 35)]
[(36, 4), (10, 33), (11, 4), (1, 33), (27, 4), (26, 33)]
[(36, 8), (10, 29), (11, 8), (1, 29), (27, 8), (26, 29)]
[(36, 16), (10, 21), (11, 16), (1, 21), (27, 16), (26, 21)]
[(36, 32), (10, 5), (11, 32), (1, 5), (27, 32), (26, 5)]
[(36, 27), (10, 10), (11, 27), (1, 10), (27, 27), (26, 10)]
[(36, 17), (10, 20), (11, 17), (1, 20), (27, 17), (26, 20)]
[(36, 34), (10, 3), (11, 34), (1, 3), (27, 34), (26, 3)]
[(36, 31), (10, 6), (11, 31), (1, 6), (27, 31), (26, 6)]
[(36, 25), (10, 12), (11, 25), (1, 12), (27, 25), (26, 12)]
[(36, 13), (10, 24), (11, 13), (1, 24), (27, 13), (26, 24)]
[(36, 26), (10, 11), (11, 26), (1, 11), (27, 26), (26, 11)]
[(36, 15), (10, 22), (11, 15), (1, 22), (27, 15), (26, 22)]
[(36, 30), (10, 7), (11, 30), (1, 7), (27, 30), (26, 7)]
[(36, 23), (10, 14), (11, 23), (1, 14), (27, 23), (26, 14)]
[(36, 9), (10, 28), (11, 9), (1, 28), (27, 9), (26, 28)]
[(36, 18), (10, 19), (11, 18), (1, 19), (27, 18), (26, 19)]
[(36, 36), (10, 1), (11, 36), (1, 1), (27, 36), (26, 1)]
[(36, 35), (10, 2), (11, 35), (1, 2), (27, 35), (26, 2)]
[(36, 33), (10, 4), (11, 33), (1, 4), (27, 33), (26, 4)]
[(36, 29), (10, 8), (11, 29), (1, 8), (27, 29), (26, 8)]
[(36, 21), (10, 16), (11, 21), (1, 16), (27, 21), (26, 16)]
[(36, 5), (10, 32), (11, 5), (1, 32), (27, 5), (26, 32)]
[(36, 10), (10, 27), (11, 10), (1, 27), (27, 10), (26, 27)]
[(36, 20), (10, 17), (11, 20), (1, 17), (27, 20), (26, 17)]
[(36, 3), (10, 34), (11, 3), (1, 34), (27, 3), (26, 34)]
[(36, 6), (10, 31), (11, 6), (1, 31), (27, 6), (26, 31)]
[(36, 12), (10, 25), (11, 12), (1, 25), (27, 12), (26, 25)]
[(36, 24), (10, 13), (11, 24), (1, 13), (27, 24), (26, 13)]
[(36, 11), (10, 26), (11, 11), (1, 26), (27, 11), (26, 26)]
[(36, 22), (10, 15), (11, 22), (1, 15), (27, 22), (26, 15)]
[(36, 7), (10, 30), (11, 7), (1, 30), (27, 7), (26, 30)]
[(36, 14), (10, 23), (11, 14), (1, 23), (27, 14), (26, 23)]
[(36, 28), (10, 9), (11, 28), (1, 9), (27, 28), (26, 9)]
[(36, 19), (10, 18), (11, 19), (1, 18), (27, 19), (26, 18)]
[(36, 1), (10, 36), (11, 1), (1, 36), (27, 1), (26, 36)]

[(35, 1), (20, 36), (22, 1), (2, 36), (17, 1), (15, 36)]
[(35, 2), (20, 35), (22, 2), (2, 35), (17, 2), (15, 35)]
[(35, 4), (20, 33), (22, 4), (2, 33), (17, 4), (15, 33)]
[(35, 8), (20, 29), (22, 8), (2, 29), (17, 8), (15, 29)]
[(35, 16), (20, 21), (22, 16), (2, 21), (17, 16), (15, 21)]
[(35, 32), (20, 5), (22, 32), (2, 5), (17, 32), (15, 5)]
[(35, 27), (20, 10), (22, 27), (2, 10), (17, 27), (15, 10)]
[(35, 17), (20, 20), (22, 17), (2, 20), (17, 17), (15, 20)]
[(35, 34), (20, 3), (22, 34), (2, 3), (17, 34), (15, 3)]
[(35, 31), (20, 6), (22, 31), (2, 6), (17, 31), (15, 6)]
[(35, 25), (20, 12), (22, 25), (2, 12), (17, 25), (15, 12)]
[(35, 13), (20, 24), (22, 13), (2, 24), (17, 13), (15, 24)]
[(35, 26), (20, 11), (22, 26), (2, 11), (17, 26), (15, 11)]
[(35, 15), (20, 22), (22, 15), (2, 22), (17, 15), (15, 22)]
